Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Westlake High School,78746.0,2022-12-16,100,"3800 WESTBANK DR WEST LAKE HILLS, TX 78746",2801701,Routine Inspection
"Grey Market, The",78701.0,2022-12-16,86,"501 BRAZOS ST AUSTIN, TX 78701 ",12395901,Routine Inspection
Thompson L2 Events Kitchens,78701.0,2022-12-16,94,"501 BRAZOS ST AUSTIN, TX 78701 ",12395990,Routine Inspection
Bowie H.S. Culinary Kitchen,78749.0,2022-12-16,96,"4103 W SLAUGHTER LN AUSTIN, TX 78749 ",2803191,Routine Inspection
PF - Costco Wholesale /Produce,78660.0,2022-12-16,100,"1901 KELLY LN PFLUGERVILLE, TX 78660 ",12392353,Routine Inspection
Staybridge Austin NW,78729.0,2022-12-16,93,"13087 N US 183 HWY AUSTIN, TX 78729 ",11642622,Routine Inspection
PF - Costco Wholesale /Grocery,78660.0,2022-12-16,100,"1901 KELLY LN PFLUGERVILLE, TX 78660 ",12392350,Routine Inspection
H Mart,78717.0,2022-12-15,72,"11301 LAKELINE BLVD AUSTIN, TX 78717 ",11854994,Routine Inspection
WL - Izumi Sushi,78746.0,2022-12-15,87,701 S CAPITAL OF TEXAS HWY NB UNIT E-550 WEST LAKE HILLS TX 78746 ,12395570,Routine Inspection
Thundercloud Subs,78704.0,2022-12-15,94,"2801 S LAMAR BLVD AUSTIN, TX 78704 ",2800841,Routine Inspection
Manor Food Mart #1,78723.0,2022-12-15,85,"6700 MANOR RD AUSTIN, TX 78723 ",10367499,Routine Inspection
Wheatsville Food Co-Op - Deli,78704.0,2022-12-15,89,"4001 S LAMAR BLVD AUSTIN, TX 78704 ",11011932,Routine Inspection
"Central Texas Food Bank, The",78744.0,2022-12-15,99,"6500 METROPOLIS DR AUSTIN, TX 78744 ",11526234,Routine Inspection
Marco's Pizza,78759.0,2022-12-15,95,"11011 RESEARCH BLVD AUSTIN, TX 78759 ",10905433,Routine Inspection
PF - Pflugerville Donut,78660.0,2022-12-15,97,"1616 FM PFLUGERVILLE, TX 78660 ",12186591,Routine Inspection
Chess Club (Flying House LLC),78701.0,2022-12-15,95,"617 RED RIVER ST AUSTIN, TX 78701 ",12395726,Routine Inspection
WL - Juiceland,78746.0,2022-12-15,96,701 S CAPITAL OF TEXAS HWY NB UNIT E-580 WEST LAKE HILLS TX 78746 ,11113295,Routine Inspection
WL - Austin's Pizza,78746.0,2022-12-15,92,"3638 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",12392972,Routine Inspection
Amy's Ice Creams,78704.0,2022-12-15,95,"2901 S LAMAR BLVD AUSTIN, TX 78704 ",10516514,Routine Inspection
Mexican American Cultural Ctr - COA Pks & Rec.,78701.0,2022-12-15,98,"600 RIVER ST AUSTIN, TX 78701 ",10045457,Routine Inspection
PF - Lazydaze Counter Culture & Coffeehouse #7,78660.0,2022-12-15,86,"1202 FM 685 RD PFLUGERVILLE, TX 78660 ",12392769,Routine Inspection
PF - Panda Express # 1872,78660.0,2022-12-15,97,"18600 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12392990,Routine Inspection
La Cocina De Consuelo,78756.0,2022-12-15,88,"4516 BURNET RD AUSTIN, TX 78756 ",12393309,Routine Inspection
PF - Rollie Rolls,78660.0,2022-12-15,93,"1101 W PECAN ST PFLUGERVILLE, TX 78660 ",12186645,Routine Inspection
WL - P. Terry's Burger Stand,78746.0,2022-12-15,86,701 S CAPITAL OF TEXAS HWY NB UNIT H WEST LAKE HILLS TX 78746 ,10771894,Routine Inspection
Moreliana Meat Market,78744.0,2022-12-15,80,"5405 S PLEASANT VALLEY RD AUSTIN, TX 78744 ",11674086,Routine Inspection
Metcalf BBQ,78703.0,2022-12-15,93,"1621 W 5TH ST AUSTIN, TX 78703 ",12026239,Routine Inspection
2 N 1 Salad Bar And Grill,78758.0,2022-12-15,97,"901 W BRAKER LN AUSTIN, TX 78758 ",12394814,Routine Inspection
Hoffbrau,78701.0,2022-12-15,82,"613 W 6TH ST AUSTIN, TX 78701 ",2800453,Routine Inspection
CVS Pharmacy ,78754.0,2022-12-15,97,"1701 E PARMER LN AUSTIN, TX 78754 ",10006741,Routine Inspection
Eastside High School,78702.0,2022-12-15,100,"901 NEAL ST UNIT A AUSTIN, TX 78702 ",12395210,Routine Inspection
AA Foodmart #2,78723.0,2022-12-15,84,"6649 MANOR RD AUSTIN, TX 78723 ",12186104,Routine Inspection
BBG's,78701.0,2022-12-15,93,"214 E 6TH ST AUSTIN, TX 78701 ",10304661,Routine Inspection
"WL - Tacodeli V, L.L.C.",78746.0,2022-12-15,96,701 S CAPITAL OF TEXAS HWY NB UNIT E-590 WEST LAKE HILLS TX 78746 ,11144765,Routine Inspection
Choo Sando,78756.0,2022-12-15,96,"5222 BURNET RD AUSTIN, TX 78756 ",12397317,Routine Inspection
Jacoby's Austin - Catering Kitchen,78702.0,2022-12-15,93,"3235 E CESAR CHAVEZ ST AUSTIN, TX 78702 ",11207649,Routine Inspection
Galaxy Cafe,78703.0,2022-12-15,86,"1000 WEST LYNN ST AUSTIN, TX 78703 ",10001511,Routine Inspection
PF - Krab Kingz,78660.0,2022-12-15,89,"1202 FM PFLUGERVILLE, TX 78660 ",12392301,Routine Inspection
Freebirds,78751.0,2022-12-15,90,"1000 E 41ST ST AUSTIN, TX 78751 ",10069521,Routine Inspection
Ranch 616,78701.0,2022-12-15,88,"616 NUECES ST AUSTIN, TX 78701 ",2801490,Routine Inspection
Billy's on Burnet,78756.0,2022-12-15,87,"2105 HANCOCK DR AUSTIN, TX 78756 ",2802504,Routine Inspection
WL - Texas Honey Ham,78746.0,2022-12-15,92,"3736 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",10002745,Routine Inspection
PF - Best Western Plus Pflugerville Inn & Suites,78660.0,2022-12-15,98,"16101 IMPACT WAY PFLUGERVILLE, TX 78660 ",12397030,Routine Inspection
JMB Catering LLC,78745.0,2022-12-15,100,"1606 W STASSNEY LN AUSTIN, TX 78745 ",12393947,Routine Inspection
"PF - Human Bean, The",78660.0,2022-12-15,98,"105 REX KERWIN CT PFLUGERVILLE, TX 78660 ",12394142,Routine Inspection
Koriente Restaurant,78701.0,2022-12-15,93,"621 E 7TH ST AUSTIN, TX 78701 ",2803147,Routine Inspection
Emily's Original Food Company,78742.0,2022-12-15,100,"502 THOMPSON LN AUSTIN, TX 78742 ",12395497,Routine Inspection
Cain & Abel's,78705.0,2022-12-15,91,"2313 RIO GRANDE ST AUSTIN, TX 78705 ",2800382,Routine Inspection
Einstein Bros Bagels,78759.0,2022-12-15,87,"4607 W BRAKER LN AUSTIN, TX 78759 ",2801216,Routine Inspection
Fujian Grand China Buffet,78753.0,2022-12-15,77,"8709 N IH AUSTIN, TX 78753",11425295,Routine Inspection
Jacoby's Restaurant & Mercantile,78702.0,2022-12-15,86,"3235 E CESAR CHAVEZ ST AUSTIN, TX 78702 ",11188560,Routine Inspection
Honey Mama's,78703.0,2022-12-14,100,"525 N LAMAR BLVD AUSTIN, TX 78703 ",12396337,Routine Inspection
Orange Market,78705.0,2022-12-14,91,"910 W 25TH ST AUSTIN, TX 78705 ",10519741,Routine Inspection
Sweetgreen,78705.0,2022-12-14,95,"2234 GUADALUPE ST AUSTIN, TX 78705 ",12393832,Routine Inspection
WL - Randall's Grocery ,78746.0,2022-12-13,93,"3300 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",2803947,Routine Inspection
WL- Trinity Episcopal School of Austin,78746.0,2022-12-13,100,"3901 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",11402406,Routine Inspection
Little Woodrow's,78729.0,2022-12-13,97,"6301 W PARMER LN AUSTIN, TX 78729 ",11572864,Routine Inspection
WL - Randall's - Deli Station,78746.0,2022-12-13,99,"3300 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",2803246,Routine Inspection
Little Rascals Day Care,78753.0,2022-12-13,98,"1006 E YAGER LN AUSTIN, TX 78753 ",12186482,Routine Inspection
Pho Saigon,78753.0,2022-12-13,85,"10901 N LAMAR BLVD AUSTIN, TX 78753 ",10001056,Routine Inspection
La Casa De La Pupusa,78617.0,2022-12-13,86,"13912 FM 812 RD AUSTIN, TX 78617 ",12397866,Routine Inspection
WL - Guidepost Montessori at Westlake,78746.0,2022-12-13,99,"4613 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",12393373,Routine Inspection
Garfield Market,78617.0,2022-12-13,95,"5300 E SH AUSTIN, TX 78617",10768265,Routine Inspection
South Congress Cafe,78704.0,2022-12-13,90,"1600 S CONGRESS AVE AUSTIN, TX 78704 ",12394033,Routine Inspection
WL - Randall's -Starbucks,78746.0,2022-12-13,97,"3300 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",10223149,Routine Inspection
WL-Trianon Coffee,78746.0,2022-12-13,92,"3654 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",12033189,Routine Inspection
Tarka Indian Kitchen,78613.0,2022-12-13,88,"11066 PECAN PARK BLVD AUSTIN, TX 78613 ",11913958,Routine Inspection
Wingstop ,78741.0,2022-12-13,89,"2410 E RIVERSIDE DR AUSTIN, TX 78741 ",2803175,Routine Inspection
Mandola's Italian Market,78751.0,2022-12-13,83,"4700 W GUADALUPE ST AUSTIN, TX 78751 ",2802671,Routine Inspection
Old Thousand,78756.0,2022-12-13,91,"4805 BURNET RD AUSTIN, TX 78756 ",12186633,Routine Inspection
WL - i Fratelli Pizza,78746.0,2022-12-13,97,"3736 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",12394303,Routine Inspection
Mindful Meals,78745.0,2022-12-13,95,"1606 W STASSNEY LN AUSTIN, TX 78745 ",12396713,Routine Inspection
Lenoir Restaurant,78704.0,2022-12-13,95,"1807 S 1ST ST AUSTIN, TX 78704 ",10655045,Routine Inspection
Jimmy John's ,78745.0,2022-12-13,90,"610 E STASSNEY LN AUSTIN, TX 78745 ",10621495,Routine Inspection
Valhalla Esports Lounge,78701.0,2022-12-13,88,"710 W 6TH ST AUSTIN, TX 78701 ",12185912,Routine Inspection
Ramen Tatsu-Ya (South Lamar),78704.0,2022-12-13,90,"1234 S LAMAR BLVD AUSTIN, TX 78704 ",11268610,Routine Inspection
Sammie's Italian LLC,78703.0,2022-12-13,91,"807 W 6TH ST AUSTIN, TX 78703 ",12394305,Routine Inspection
Dawson Child Inc Child Development Center,78704.0,2022-12-13,100,"3001 S 1ST ST AUSTIN, TX 78704 ",11204859,Routine Inspection
Sustainable Food Center,78702.0,2022-12-13,100,"2921 E 17TH ST AUSTIN, TX 78702 ",10979756,Routine Inspection
Juiceland,78729.0,2022-12-13,99,"6301 W PARMER LN AUSTIN, TX 78729 ",11604453,Routine Inspection
"Picnik Burnet, LLC",78756.0,2022-12-13,92,"4801 BURNET RD AUSTIN, TX 78756 ",11561992,Routine Inspection
Uncle Phan Restaurant LLC,78753.0,2022-12-13,82,"10901 N LAMAR BLVD AUSTIN, TX 78753 ",11760178,Routine Inspection
El Alma Cafe y Cantina,78704.0,2022-12-13,94,"1025 BARTON SPRINGS RD AUSTIN, TX 78704 ",10319839,Routine Inspection
"Grove Wine Bar and Kitchen, The",78701.0,2022-12-13,70,"800 W 6TH ST AUSTIN, TX 78701 ",11297105,Routine Inspection
Bat City Gelato,78729.0,2022-12-13,100,"6301 W PARMER LN AUSTIN, TX 78729 ",11987803,Routine Inspection
Jack in the Box ,78744.0,2022-12-13,85,"6133 E BEN WHITE BLVD AUSTIN, TX 78744 ",10789984,Routine Inspection
Alegria Catering & Fiestas,78702.0,2022-12-13,100,"2921 E 17TH ST AUSTIN, TX 78702 ",12186055,Routine Inspection
Fruteria y Neveria Los 4 Hermanos #2,78617.0,2022-12-13,84,"7200 ELROY RD AUSTIN, TX 78617 ",11576462,Routine Inspection
RW - Chinatown,78746.0,2022-12-13,72,"2712 BEE CAVES RD ROLLINGWOOD, TX 78746 ",11087574,Routine Inspection
Bambu Desserts and Drinks,78753.0,2022-12-13,87,"10901 N LAMAR BLVD AUSTIN, TX 78753 ",11159907,Routine Inspection
WL - West Lake Market,78746.0,2022-12-13,93,"96 REDBUD TRL WEST LAKE HILLS, TX 78746 ",10665503,Routine Inspection
WL - Randall's -Bakery,78746.0,2022-12-13,98,"3300 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",10223150,Routine Inspection
Centro,78705.0,2022-12-13,95,"2348 GUADALUPE ST AUSTIN, TX 78705 ",12394754,Routine Inspection
Yager Food Store,78753.0,2022-12-13,88,"1006 E YAGER LN AUSTIN, TX 78753 ",2803602,Routine Inspection
Moviehouse & Eatery,78735.0,2022-12-13,92,"7415 SOUTHWEST PKWY AUSTIN, TX 78735 ",12393085,Routine Inspection
"Loren at Lady Bird Lake, The",78744.0,2022-12-13,100,"3400 COMSOUTH DR AUSTIN, TX 78744 ",12396852,Routine Inspection
Starbucks Coffee ,78749.0,2022-12-13,98,"9600 ESCARPMENT BLVD AUSTIN, TX 78749 ",2802670,Routine Inspection
WL - Chipotle Mexican Grill ,78746.0,2022-12-12,96,"3300 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",10179442,Routine Inspection
Nomadic Dining ATX,78745.0,2022-12-12,99,"1606 W STASSNEY LN AUSTIN, TX 78745 ",12392975,Routine Inspection
Last Chance Bar & Dancehall,78737.0,2022-12-12,93,"12013 W US 290 HWY AUSTIN, TX 78737 ",12186117,Routine Inspection
Flyrite Chicken,78702.0,2022-12-12,83,"2129 E 7TH ST AUSTIN, TX 78702 ",11450436,Routine Inspection
CVS Pharmacy ,78756.0,2022-12-12,96,"5256 BURNET RD AUSTIN, TX 78756 ",2804010,Routine Inspection
Tortilleria El Taquito,78753.0,2022-12-12,70,"8610 N LAMAR BLVD AUSTIN, TX 78753 ",10968460,Routine Inspection
Pretzel Maker,78746.0,2022-12-12,86,"2901 S CAPITAL OF TEXAS HWY NB AUSTIN, TX 78746 ",11967754,Routine Inspection
Desi Brothers,78727.0,2022-12-12,87,"2506 W PARMER LN AUSTIN, TX 78727 ",12186097,Routine Inspection
Wal-Mart Supercenter,78748.0,2022-12-12,96,"9300 S IH AUSTIN, TX 78748",2803969,Routine Inspection
Raising Canes Chicken Fingers,78746.0,2022-12-12,99,"3201 BEE CAVES RD AUSTIN, TX 78746 ",11145733,Routine Inspection
WL - Daily Juice,78746.0,2022-12-12,83,"3300 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",11390857,Routine Inspection
Thundercloud Subs,78746.0,2022-12-12,78,"3201 BEE CAVES RD AUSTIN, TX 78746 ",2800396,Routine Inspection
Jalisco's Restaurant and Bar,78745.0,2022-12-12,79,"6601 S CONGRESS AVE AUSTIN, TX 78745 ",10040040,Routine Inspection
"Meteor, The",78704.0,2022-12-12,98,"2110 S CONGRESS AVE AUSTIN, TX 78704 ",12186126,Routine Inspection
Sangam Chettinad Indian Cuisine,78727.0,2022-12-12,80,"6001 W PARMER LN AUSTIN, TX 78727 ",11964073,Routine Inspection
P. Terry's Burger Stand,78752.0,2022-12-12,85,"5900 N LAMAR BLVD AUSTIN, TX 78752 ",11439838,Routine Inspection
"KIPP Austin Public Schools, Inc",78754.0,2022-12-12,100,"8004 CAMERON RD AUSTIN, TX 78754 ",11532027,Routine Inspection
Sarku Japan,78746.0,2022-12-12,86,"2901 S CAPITAL OF TEXAS HWY AUSTIN, TX 78746 ",2801813,Routine Inspection
Ruby Thai Kitchen,78746.0,2022-12-12,88,"2901 S CAPITAL OF TEXAS HWY AUSTIN, TX 78746 ",12392660,Routine Inspection
Parque Zaragoza Recreation Center,78702.0,2022-12-12,94,"2608 GONZALES ST AUSTIN, TX 78702 ",2802812,Routine Inspection
Michi Ramen 2,78752.0,2022-12-12,81,"6519 N LAMAR BLVD AUSTIN, TX 78752 ",10825112,Routine Inspection
Radio Coffee & Beer,78704.0,2022-12-12,87,"4204 MANCHACA RD AUSTIN, TX 78704 ",11157451,Routine Inspection
Picnik,78704.0,2022-12-12,94,"1600 S 1ST ST AUSTIN, TX 78704 ",12396868,Routine Inspection
Best Stop Food Market,78702.0,2022-12-12,71,"1130 AIRPORT BLVD AUSTIN, TX 78702 ",2803494,Routine Inspection
Navarro High School,78758.0,2022-12-12,100,"1201 PAYTON GIN RD AUSTIN, TX 78758 ",2800164,Routine Inspection
Hill Country Middle School,78746.0,2022-12-12,97,"1300 WALSH TARLTON LN AUSTIN, TX 78746 ",2800337,Routine Inspection
Wendy's W114/8076,78727.0,2022-12-12,96,"6247 MC NEIL DR AUSTIN, TX 78727 ",11119251,Routine Inspection
HEB Corp ,78704.0,2022-12-12,99,"2301 S CONGRESS AVE AUSTIN, TX 78704 ",12392377,Routine Inspection
McDonald's # 11983,78744.0,2022-12-10,96,"6503 S IH SVRD NB AUSTIN, TX 78744",12396773,Routine Inspection
McDonalds,78751.0,2022-12-09,88,"5516 N LAMAR BLVD AUSTIN, TX 78751 ",2801787,Routine Inspection
Cenikor Foundation,78728.0,2022-12-09,72,"2410 W HOWARD LN AUSTIN, TX 78728 ",11555621,Routine Inspection
Snack Max,78751.0,2022-12-09,92,"5630 N LAMAR BLVD AUSTIN, TX 78751 ",10088343,Routine Inspection
Target  (Pizza Hut),78723.0,2022-12-09,99,"5621 N IH AUSTIN, TX 78723",2802195,Routine Inspection
Hacienda Arandinas,78748.0,2022-12-09,80,"9001 BRODIE LN AUSTIN, TX 78748 ",12124311,Routine Inspection
Speedy Stop,78728.0,2022-12-09,90,"14611 BURNET RD AUSTIN, TX 78728 ",12101293,Routine Inspection
Speedy Stop,78728.0,2022-12-09,80,"14735 BRATTON LN AUSTIN, TX 78728 ",2804114,Routine Inspection
Chi'lantro - Brodie,78748.0,2022-12-09,94,"9911 BRODIE LN AUSTIN, TX 78748 ",12396840,Routine Inspection
Springhill Suites Austin South (Food),78744.0,2022-12-09,90,"4501 S IH SVRD NB AUSTIN, TX 78744",12396235,Routine Inspection
Stepping Stone Child Care,78757.0,2022-12-09,94,"1710 RICHCREEK RD AUSTIN, TX 78757 ",2800498,Routine Inspection
Nanami Sushi Bar,78748.0,2022-12-09,78,"9001 BRODIE LN AUSTIN, TX 78748 ",10346733,Routine Inspection
Tokyo Gardens Catering LLC,78756.0,2022-12-09,100,"5808 BURNET RD AUSTIN, TX 78756 ",10515079,Routine Inspection
Target  ,78723.0,2022-12-09,100,"5621 N IH AUSTIN, TX 78723",2803679,Routine Inspection
Gourdough's Public House,78704.0,2022-12-09,100,"2700 S LAMAR BLVD AUSTIN, TX 78704 ",10842726,Routine Inspection
PF - McDonald's,78660.0,2022-12-09,98,"1517 FM 685 RD PFLUGERVILLE, TX 78660 ",12395995,Routine Inspection
Crave Catering,78728.0,2022-12-09,93,"14611 BURNET RD AUSTIN, TX 78728 ",2801535,Routine Inspection
Tropical Island,78728.0,2022-12-09,96,"14735 BRATTON LN AUSTIN, TX 78728 ",12393317,Routine Inspection
Torchy's Tacos,78704.0,2022-12-09,87,"3005 S LAMAR BLVD AUSTIN, TX 78704 ",10558516,Routine Inspection
Cabo Bob's,78704.0,2022-12-09,84,"500 E BEN WHITE BLVD AUSTIN, TX 78704 ",10117231,Routine Inspection
Hot Mama's Cafe,78702.0,2022-12-09,95,"2401 E 6TH ST AUSTIN, TX 78702 ",10542098,Routine Inspection
Zoe's Safe Place,78751.0,2022-12-09,89,"4606 CONNELLY ST AUSTIN, TX 78751 ",12392332,Routine Inspection
McNeil High School,78729.0,2022-12-09,100,"5720 MC NEIL DR AUSTIN, TX 78729 ",2800690,Routine Inspection
Starbuck's Coffee # 10757,78704.0,2022-12-09,90,"500 E BEN WHITE BLVD AUSTIN, TX 78704 ",10005994,Routine Inspection
BC - Whole Foods Market - Seafood,78738.0,2022-12-08,95,"12601 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",10744436,Routine Inspection
SV - La Madeleine # 202,78745.0,2022-12-08,91,"5493 BRODIE LN SUNSET VALLEY, TX 78745 ",11763376,Routine Inspection
"Kebab Shop, The",78723.0,2022-12-08,93,"1201 BARBARA JORDAN BLVD AUSTIN, TX 78723 ",12394649,Routine Inspection
BC - Whole Foods Market - Bakery,78738.0,2022-12-08,100,"12601 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",10744418,Routine Inspection
BC - Walgreens ,78738.0,2022-12-08,100,"12200 BEE CAVE PKWY BEE CAVE, TX 78738 ",10262066,Routine Inspection
Steiner Ranch Elementary School,78732.0,2022-12-08,99,"4001 N QUINLAN PARK RD AUSTIN, TX 78732 ",2801135,Routine Inspection
Frosty Peaks Frozen Treats,78729.0,2022-12-08,94,"13429 N US 183 HWY AUSTIN, TX 78729 ",12396768,Routine Inspection
Fairfield Inn & Suites Austin North,78753.0,2022-12-08,94,"12536 N IH AUSTIN, TX 78753",11581895,Routine Inspection
Clifton Center,78752.0,2022-12-08,93,"1519 CORONADO HILLS DR AUSTIN, TX 78752 ",2800600,Routine Inspection
Bread Basket,78757.0,2022-12-08,87,"2213 JUSTIN LN AUSTIN, TX 78757 ",2804019,Routine Inspection
BC - Whole Foods Market - Prepared Foods,78738.0,2022-12-08,100,"12601 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",10744463,Routine Inspection
Santorini Cafe,78753.0,2022-12-08,82,"11800 N LAMAR BLVD AUSTIN, TX 78753 ",10880915,Routine Inspection
PF - Go Xpress,78660.0,2022-12-08,82,"19500 N HEATHERWILDE BLVD PFLUGERVILLE, TX 78660 ",12186561,Routine Inspection
BC - Whole Foods Market - Meat,78738.0,2022-12-08,100,"12601 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",10744450,Routine Inspection
BC - Whole Foods Market - Wine Bar,78738.0,2022-12-08,99,"12601 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",10744457,Routine Inspection
International School of Texas,78734.0,2022-12-08,100,"4105 ECK LN AUSTIN, TX 78734 ",11004319,Routine Inspection
Swan Dive,78701.0,2022-12-08,89,"615 RED RIVER ST AUSTIN, TX 78701 ",10358258,Routine Inspection
Barbarella,78701.0,2022-12-08,87,"611 RED RIVER ST AUSTIN, TX 78701 ",10529722,Routine Inspection
SV - Poke Austin,78745.0,2022-12-08,99,"5601 BRODIE LN SUNSET VALLEY, TX 78745 ",11861562,Routine Inspection
BC - Whole Foods Market - Produce,78738.0,2022-12-08,100,"12601 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",10744462,Routine Inspection
El Meson,78704.0,2022-12-08,92,"2038 S LAMAR BLVD AUSTIN, TX 78704 ",10405911,Routine Inspection
Shooters Billiards + Sports Bar,78726.0,2022-12-08,90,"11416 N FM 620 RD UNIT B AUSTIN, TX 78726 ",12186513,Routine Inspection
NorthEast High School,78752.0,2022-12-08,96,"7104 BERKMAN DR AUSTIN, TX 78752 ",2800242,Routine Inspection
Eurasia Sushi Bar & Seafood,78736.0,2022-12-08,77,"7101 W SH AUSTIN, TX 78736",11673927,Routine Inspection
"Side Bar, The",78701.0,2022-12-08,88,"602 E 7TH ST AUSTIN, TX 78701 ",2802182,Routine Inspection
South Austin Neighborhood Center,78704.0,2022-12-08,100,"2508 DURWOOD ST AUSTIN, TX 78704 ",12185903,Routine Inspection
Matt's El Rancho,78704.0,2022-12-08,90,"2613 S LAMAR BLVD AUSTIN, TX 78704 ",2800123,Routine Inspection
La Patisserie by Luxe Sweets,78757.0,2022-12-08,90,"7301 BURNET RD AUSTIN, TX 78757 ",11531721,Routine Inspection
BC - Honey Mama's,78738.0,2022-12-08,100,"12601 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",12396335,Routine Inspection
Balkan Cafe & Grill,78758.0,2022-12-08,94,"11800 N LAMAR BLVD AUSTIN, TX 78758 ",11143174,Routine Inspection
Tucci's Southside Subs,78736.0,2022-12-08,99,"7101 W SH AUSTIN, TX 78736",2803090,Routine Inspection
Las Lomas Mexican Restaurant,78745.0,2022-12-08,71,"730 W STASSNEY LN AUSTIN, TX 78745 ",10140128,Routine Inspection
BC - Whole Foods Market - Retail,78738.0,2022-12-08,100,"12601 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",10744636,Routine Inspection
BC - Whole Foods Market - Specialty,78738.0,2022-12-08,100,"12601 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",10744425,Routine Inspection
Star Stop 33,78759.0,2022-12-08,93,"10706 N MOPAC EXPY AUSTIN, TX 78759 ",10880053,Routine Inspection
BC - Whole Foods Market - Coffee Bar,78738.0,2022-12-08,100,"12601 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",10744625,Routine Inspection
Hoboken Pie,78701.0,2022-12-08,81,"718 RED RIVER ST AUSTIN, TX 78701 ",10134394,Routine Inspection
Better Days,78701.0,2022-12-08,93,"714 RED RIVER ST AUSTIN, TX 78701 ",11811932,Routine Inspection
Valhalla,78701.0,2022-12-08,85,"710 RED RIVER ST AUSTIN, TX 78701 ",10367860,Routine Inspection
Hayley Cakes & Cookies,78704.0,2022-12-08,93,"1700 S LAMAR BLVD AUSTIN, TX 78704 ",11810279,Routine Inspection
Ashley's Playhouse,78729.0,2022-12-08,100,"13343 N US 183 HWY AUSTIN, TX 78729 ",11078207,Routine Inspection
BC - Daily Juice Cafe,78738.0,2022-12-08,94,"12921 SHOPS PKWY BEE CAVE, TX 78738 ",11128918,Routine Inspection
La Madeleine # 204,78723.0,2022-12-08,88,"1201 BARBARA JORDAN BLVD AUSTIN, TX 78723 ",11763339,Routine Inspection
Four Points Middle School,78750.0,2022-12-08,100,"9700 MC NEIL DR AUSTIN, TX 78750 ",10321795,Routine Inspection
Quinta Caporales Meat Market- Deli,78745.0,2022-12-08,70,"730 W STASSNEY LN AUSTIN, TX 78745 ",10243063,Routine Inspection
Child Inc - South Austin,78704.0,2022-12-08,93,"2508 DURWOOD ST AUSTIN, TX 78704 ",2800510,Routine Inspection
Springhill Suites Austin North,78753.0,2022-12-08,91,"12520 N IH AUSTIN, TX 78753",12186010,Routine Inspection
Main Event Entertainment,78729.0,2022-12-08,90,"13301 N US 183 HWY AUSTIN, TX 78729 ",12392991,Routine Inspection
7-Eleven Convenience Store ,78749.0,2022-12-08,91,"5445 W US 290 HWY EB AUSTIN, TX 78749 ",11087909,Routine Inspection
Taco Margarita,78737.0,2022-12-08,91,"12005 W US 290 HWY AUSTIN, TX 78737 ",12395080,Routine Inspection
